timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-28T08:47:19,codecarbon,ac1cfeca-d79d-4a0a-a0ef-7b01feca07df,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6198405000031926,1.447380505375034e-07,8.935327307671228e-08,1.6047922920000002,0.0,10.0,4.920549488260511e-07,0.0,3.064599444527024e-06,3.556654393353075e-06,0.0,Sweden,SWE,blekinge,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,15.5866,56.1616,15.814899444580078,machine,0,0,0,0,N,1.0,0.0
2026-04-28T09:27:17,codecarbon,d54476c5-bfde-457d-9856-8af70533bc2b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.637862999981735,1.4549790791760408e-07,8.883399156048257e-08,1.8906149805000003,0.0,10.0,5.687061240855995e-07,0.0,3.0066202776247845e-06,3.575326401710384e-06,0.0,Sweden,SWE,blekinge,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,15.5866,56.1616,15.814899444580078,machine,0,0,0,0,N,1.0,0.0
2026-04-28T09:29:20,codecarbon,c83ea75c-b18e-4a07-ab56-79b0ccb428d8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5974068000214174,1.4198576125094954e-07,8.888516140600243e-08,1.6001008125000002,0.0,10.0,4.814950471596308e-07,0.0,3.0075272221842575e-06,3.4890222693438884e-06,0.0,Sweden,SWE,blekinge,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,15.5866,56.1616,15.814899444580078,machine,0,0,0,0,N,1.0,0.0
