2026-04-28 10:04:52,502 | INFO | ThreeWToolkit.trainer.trainer | ModelTrainer initialized | model=MLP | device=cpu | lr=0.001 | epochs=20 | batch=32 | cv=False
2026-04-28 10:05:17,892 | INFO | ThreeWToolkit.models.mlp | Epoch 1/20 | train_loss=0.673321 | val_loss=0.408128
2026-04-28 10:05:18,449 | INFO | ThreeWToolkit.models.mlp | Epoch 2/20 | train_loss=0.384252 | val_loss=0.392455
2026-04-28 10:05:18,990 | INFO | ThreeWToolkit.models.mlp | Epoch 3/20 | train_loss=0.362407 | val_loss=0.360814
2026-04-28 10:05:19,530 | INFO | ThreeWToolkit.models.mlp | Epoch 4/20 | train_loss=0.346733 | val_loss=0.381285
2026-04-28 10:05:20,088 | INFO | ThreeWToolkit.models.mlp | Epoch 5/20 | train_loss=0.339095 | val_loss=0.406426
2026-04-28 10:05:20,699 | INFO | ThreeWToolkit.models.mlp | Epoch 6/20 | train_loss=0.327690 | val_loss=0.321195
2026-04-28 10:05:21,383 | INFO | ThreeWToolkit.models.mlp | Epoch 7/20 | train_loss=0.321280 | val_loss=0.320964
2026-04-28 10:05:21,998 | INFO | ThreeWToolkit.models.mlp | Epoch 8/20 | train_loss=0.318630 | val_loss=0.333421
2026-04-28 10:05:22,669 | INFO | ThreeWToolkit.models.mlp | Epoch 9/20 | train_loss=0.320415 | val_loss=0.330998
2026-04-28 10:05:23,477 | INFO | ThreeWToolkit.models.mlp | Epoch 10/20 | train_loss=0.311769 | val_loss=0.321212
2026-04-28 10:05:24,255 | INFO | ThreeWToolkit.models.mlp | Epoch 11/20 | train_loss=0.309519 | val_loss=0.312047
2026-04-28 10:05:25,362 | INFO | ThreeWToolkit.models.mlp | Epoch 12/20 | train_loss=0.305907 | val_loss=0.308314
2026-04-28 10:05:26,591 | INFO | ThreeWToolkit.models.mlp | Epoch 13/20 | train_loss=0.300301 | val_loss=0.303764
2026-04-28 10:05:27,773 | INFO | ThreeWToolkit.models.mlp | Epoch 14/20 | train_loss=0.301886 | val_loss=0.305255
2026-04-28 10:05:28,832 | INFO | ThreeWToolkit.models.mlp | Epoch 15/20 | train_loss=0.305122 | val_loss=0.315798
2026-04-28 10:05:29,861 | INFO | ThreeWToolkit.models.mlp | Epoch 16/20 | train_loss=0.299357 | val_loss=0.302680
2026-04-28 10:05:30,992 | INFO | ThreeWToolkit.models.mlp | Epoch 17/20 | train_loss=0.298222 | val_loss=0.305731
2026-04-28 10:05:32,001 | INFO | ThreeWToolkit.models.mlp | Epoch 18/20 | train_loss=0.295930 | val_loss=0.299294
2026-04-28 10:05:33,140 | INFO | ThreeWToolkit.models.mlp | Epoch 19/20 | train_loss=0.296910 | val_loss=0.306108
2026-04-28 10:05:33,803 | INFO | ThreeWToolkit.models.mlp | Epoch 20/20 | train_loss=0.295510 | val_loss=0.303385
